AÑO,MES,UBIGEO_HECHO,DPTO_HECHO,PROV_HECHO,DIST_HECHO,SEXO,RANGO_EDAD,NACIONALIDAD,CANTIDAD
2021,11,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,12-17 AÑOS,VENEZUELA,1
2022,11,130402,LA LIBERTAD,CHEPEN,PACANGA,F,30-59 AÑOS,PERÚ,1
2025,06,030216,APURIMAC,ANDAHUAYLAS,TALAVERA,M,12-17 AÑOS,PERÚ,1
2024,12,070106,CALLAO,CALLAO,VENTANILLA,M,18-29 AÑOS,PERÚ,2
2019,04,021014,ÁNCASH,HUARI,SAN MARCOS,M,6-11 AÑOS,PERÚ,1
2024,05,190308,PASCO,OXAPAMPA,CONSTITUCION,F,12-17 AÑOS,PERÚ,2
2019,07,150505,REGIÓN LIMA,CAÑETE,CHILCA,M,6-11 AÑOS,PERÚ,1
2021,10,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,M,18-29 AÑOS,PERÚ,1
2024,12,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,F,60 A MAS AÑOS,PERÚ,1
2024,12,040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,M,30-59 AÑOS,BOLIVIA,1
2022,08,100101,HUÁNUCO,HUANUCO,HUANUCO,M,18-29 AÑOS,PERÚ,2
2019,02,120701,JUNÍN,TARMA,TARMA,F,12-17 AÑOS,PERÚ,4
2022,10,120114,JUNÍN,HUANCAYO,EL TAMBO,F,18-29 AÑOS,PERÚ,2
2024,09,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,60 A MAS AÑOS,PERÚ,4
2023,02,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,12-17 AÑOS,VENEZUELA,1
2020,07,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,30-59 AÑOS,PERÚ,3
2025,08,080104,CUSCO,CUSCO,SAN JERONIMO,M,60 A MAS AÑOS,PERÚ,1
2023,07,150203,REGIÓN LIMA,BARRANCA,PATIVILCA,F,12-17 AÑOS,PERÚ,1
2023,09,040112,AREQUIPA,AREQUIPA,PAUCARPATA,M,30-59 AÑOS,PERÚ,1
2025,09,100102,HUÁNUCO,HUANUCO,AMARILIS,M,12-17 AÑOS,PERÚ,1
2020,01,200401,PIURA,MORROPON,CHULUCANAS,F,12-17 AÑOS,PERÚ,1
2020,07,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,12-17 AÑOS,PERÚ,2
2021,01,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,F,30-59 AÑOS,PERÚ,1
2024,07,211101,PUNO,SAN ROMAN,JULIACA,F,18-29 AÑOS,PERÚ,1
2021,10,150509,REGIÓN LIMA,CAÑETE,MALA,M,30-59 AÑOS,PERÚ,1
2021,02,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,F,6-11 AÑOS,PERÚ,1
2023,10,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,M,60 A MAS AÑOS,PERÚ,4
2020,03,150110,LIMA METROPOLITANA,LIMA,COMAS,F,12-17 AÑOS,PERÚ,13
2022,05,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,12-17 AÑOS,PERÚ,2
2021,10,210501,PUNO,EL COLLAO,ILAVE,M,12-17 AÑOS,PERÚ,1
2022,04,040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,M,30-59 AÑOS,PERÚ,1
2020,11,110201,ICA,CHINCHA,CHINCHA ALTA,M,18-29 AÑOS,PERÚ,1
2024,09,080105,CUSCO,CUSCO,SAN SEBASTIAN,M,18-29 AÑOS,PERÚ,1
2020,02,080108,CUSCO,CUSCO,WANCHAQ,F,,PERÚ,2
2020,11,101001,HUÁNUCO,LAURICOCHA,JESUS,F,12-17 AÑOS,PERÚ,1
2022,08,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,12-17 AÑOS,VENEZUELA,1
2019,06,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,F,30-59 AÑOS,PERÚ,1
2025,11,211101,PUNO,SAN ROMAN,JULIACA,M,30-59 AÑOS,PERÚ,4
2021,11,010704,AMAZONAS,UTCUBAMBA,EL MILAGRO,F,12-17 AÑOS,PERÚ,1
2021,07,230111,TACNA,TACNA,LA YARADA LOS PALOS,F,12-17 AÑOS,PERÚ,1
2019,06,070101,CALLAO,CALLAO,CALLAO,M,30-59 AÑOS,PERÚ,5
2024,09,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,30-59 AÑOS,PERÚ,2
2025,08,230102,TACNA,TACNA,ALTO DE LA ALIANZA,F,12-17 AÑOS,PERÚ,3
2023,06,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,F,18-29 AÑOS,PERÚ,2
2024,01,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,F,12-17 AÑOS,PERÚ,1
2023,11,090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,M,60 A MAS AÑOS,PERÚ,1
2025,09,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,18-29 AÑOS,VENEZUELA,1
2023,05,150110,LIMA METROPOLITANA,LIMA,COMAS,F,12-17 AÑOS,VENEZUELA,1
2024,02,110207,ICA,CHINCHA,PUEBLO NUEVO,F,18-29 AÑOS,PERÚ,1
2020,04,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,12-17 AÑOS,PERÚ,3
2019,10,100801,HUÁNUCO,PACHITEA,PANAO,F,12-17 AÑOS,PERÚ,1
2022,04,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,6-11 AÑOS,PERÚ,1
2024,03,040112,AREQUIPA,AREQUIPA,PAUCARPATA,F,60 A MAS AÑOS,PERÚ,1
2022,03,150119,LIMA METROPOLITANA,LIMA,LURIN,F,6-11 AÑOS,PERÚ,1
2023,04,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,30-59 AÑOS,PERÚ,3
2025,04,210101,PUNO,PUNO,PUNO,M,18-29 AÑOS,PERÚ,5
2024,01,020101,ÁNCASH,HUARAZ,HUARAZ,F,12-17 AÑOS,PERÚ,2
2025,09,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,F,12-17 AÑOS,PERÚ,2
2023,02,090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,F,12-17 AÑOS,PERÚ,1
2024,10,120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,M,30-59 AÑOS,PERÚ,1
2020,03,250201,UCAYALI,ATALAYA,RAYMONDI,F,12-17 AÑOS,PERÚ,2
2023,04,210101,PUNO,PUNO,PUNO,F,12-17 AÑOS,PERÚ,2
2023,11,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,M,30-59 AÑOS,PERÚ,1
2022,03,060417,CAJAMARCA,CHOTA,TACABAMBA,F,0-5 AÑOS,PERÚ,1
2024,04,081201,CUSCO,QUISPICANCHI,URCOS,M,18-29 AÑOS,PERÚ,1
2021,09,070102,CALLAO,CALLAO,BELLAVISTA,F,30-59 AÑOS,PERÚ,1
2024,08,100902,HUÁNUCO,PUERTO INCA,CODO DEL POZUZO,F,12-17 AÑOS,PERÚ,1
2020,12,210601,PUNO,HUANCANE,HUANCANE,M,30-59 AÑOS,PERÚ,1
2019,01,110101,ICA,ICA,ICA,M,30-59 AÑOS,PERÚ,1
2019,12,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,12-17 AÑOS,VENEZUELA,1
2020,03,080101,CUSCO,CUSCO,CUSCO,F,30-59 AÑOS,PERÚ,3
2021,07,160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,M,12-17 AÑOS,PERÚ,2
2024,01,220401,SAN MARTÍN,HUALLAGA,SAPOSOA,F,12-17 AÑOS,PERÚ,1
2023,11,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,30-59 AÑOS,PERÚ,1
2021,08,210307,PUNO,CARABAYA,ITUATA,F,18-29 AÑOS,PERÚ,1
2023,07,140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,F,12-17 AÑOS,PERÚ,1
2020,03,080603,CUSCO,CANCHIS,COMBAPATA,M,18-29 AÑOS,PERÚ,1
2025,09,021801,ÁNCASH,SANTA,CHIMBOTE,M,12-17 AÑOS,PERÚ,1
2025,06,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,12-17 AÑOS,PERÚ,1
2019,05,050101,AYACUCHO,HUAMANGA,AYACUCHO,F,18-29 AÑOS,PERÚ,7
2025,10,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,M,30-59 AÑOS,PERÚ,3
2022,12,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,18-29 AÑOS,PERÚ,1
2024,07,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,12-17 AÑOS,PERÚ,9
2022,09,050901,AYACUCHO,SUCRE,QUEROBAMBA,M,30-59 AÑOS,PERÚ,1
2025,02,010301,AMAZONAS,BONGARA,JUMBILLA,F,12-17 AÑOS,PERÚ,1
2024,02,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,30-59 AÑOS,PERÚ,5
2022,08,100801,HUÁNUCO,PACHITEA,PANAO,F,12-17 AÑOS,PERÚ,1
2020,03,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,M,30-59 AÑOS,PERÚ,1
2023,03,080104,CUSCO,CUSCO,SAN JERONIMO,M,12-17 AÑOS,PERÚ,1
2023,09,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,F,18-29 AÑOS,PERÚ,1
2019,06,150101,LIMA METROPOLITANA,LIMA,LIMA,M,6-11 AÑOS,PERÚ,1
2022,05,030101,APURIMAC,ABANCAY,ABANCAY,M,30-59 AÑOS,PERÚ,1
2022,10,080901,CUSCO,LA CONVENCION,SANTA ANA,F,18-29 AÑOS,PERÚ,3
2022,07,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,18-29 AÑOS,PERÚ,2
2023,12,010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,F,12-17 AÑOS,PERÚ,1
2020,08,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,60 A MAS AÑOS,PERÚ,2
2021,12,080105,CUSCO,CUSCO,SAN SEBASTIAN,M,12-17 AÑOS,PERÚ,1
2020,01,140113,LAMBAYEQUE,CHICLAYO,REQUE,F,12-17 AÑOS,PERÚ,2
2022,06,110104,ICA,ICA,OCUCAJE,F,60 A MAS AÑOS,PERÚ,1
2022,10,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,30-59 AÑOS,PERÚ,2
2022,06,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,F,12-17 AÑOS,PERÚ,12
2019,09,050104,AYACUCHO,HUAMANGA,CARMEN ALTO,M,12-17 AÑOS,PERÚ,2
2021,03,211001,PUNO,SAN ANTONIO DE PUTINA,PUTINA,F,30-59 AÑOS,PERÚ,1
2021,06,060303,CAJAMARCA,CELENDIN,CORTEGANA,F,12-17 AÑOS,PERÚ,1
2025,09,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,M,12-17 AÑOS,PERÚ,1
2025,06,150101,LIMA METROPOLITANA,LIMA,LIMA,M,18-29 AÑOS,PERÚ,3
2019,03,150101,LIMA METROPOLITANA,LIMA,LIMA,M,60 A MAS AÑOS,PERÚ,1
2021,12,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,6-11 AÑOS,PERÚ,1
2021,01,200101,PIURA,PIURA,PIURA,F,12-17 AÑOS,PERÚ,5
2021,10,150512,REGIÓN LIMA,CAÑETE,QUILMANA,M,30-59 AÑOS,PERÚ,1
2021,05,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,30-59 AÑOS,PERÚ,3
2020,11,220910,SAN MARTÍN,SAN MARTIN,MORALES,M,30-59 AÑOS,PERÚ,1
2023,09,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,M,18-29 AÑOS,PERÚ,1
2021,09,070106,CALLAO,CALLAO,VENTANILLA,M,12-17 AÑOS,PERÚ,1
2020,12,010202,AMAZONAS,BAGUA,ARAMANGO,F,12-17 AÑOS,PERÚ,1
2024,06,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,18-29 AÑOS,PERÚ,2
2023,10,110501,ICA,PISCO,PISCO,F,12-17 AÑOS,PERÚ,1
2023,04,130106,LA LIBERTAD,TRUJILLO,LAREDO,F,18-29 AÑOS,PERÚ,1
2025,01,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,M,18-29 AÑOS,PERÚ,2
2021,03,120107,JUNÍN,HUANCAYO,CHILCA,M,60 A MAS AÑOS,PERÚ,1
2025,10,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,F,30-59 AÑOS,PERÚ,2
2024,07,160101,LORETO,MAYNAS,IQUITOS,M,60 A MAS AÑOS,PERÚ,1
2022,01,220401,SAN MARTÍN,HUALLAGA,SAPOSOA,M,18-29 AÑOS,PERÚ,1
2021,05,040520,AREQUIPA,CAYLLOMA,MAJES,F,18-29 AÑOS,PERÚ,1
2022,12,130106,LA LIBERTAD,TRUJILLO,LAREDO,M,30-59 AÑOS,PERÚ,1
2021,04,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,60 A MAS AÑOS,PERÚ,1
2023,06,150101,LIMA METROPOLITANA,LIMA,LIMA,F,12-17 AÑOS,PERÚ,3
2022,07,080904,CUSCO,LA CONVENCION,MARANURA,F,18-29 AÑOS,PERÚ,1
2019,11,120214,JUNÍN,CONCEPCION,SAN JOSE DE QUERO,F,12-17 AÑOS,PERÚ,1
2019,12,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,18-29 AÑOS,PERÚ,2
2023,06,150119,LIMA METROPOLITANA,LIMA,LURIN,F,12-17 AÑOS,VENEZUELA,1
2019,04,080106,CUSCO,CUSCO,SANTIAGO,M,18-29 AÑOS,PERÚ,5
2024,08,221003,SAN MARTÍN,TOCACHE,POLVORA,F,18-29 AÑOS,PERÚ,1
2024,02,090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,F,12-17 AÑOS,PERÚ,1
2024,06,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,F,18-29 AÑOS,PERÚ,1
2019,11,140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,F,30-59 AÑOS,PERÚ,1
2020,02,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,M,30-59 AÑOS,PERÚ,1
2021,04,040112,AREQUIPA,AREQUIPA,PAUCARPATA,M,18-29 AÑOS,PERÚ,1
2019,07,021801,ÁNCASH,SANTA,CHIMBOTE,M,30-59 AÑOS,PERÚ,4
2020,12,120401,JUNÍN,JAUJA,JAUJA,M,12-17 AÑOS,PERÚ,2
2019,04,060401,CAJAMARCA,CHOTA,CHOTA,M,60 A MAS AÑOS,PERÚ,1
2024,01,090119,HUANCAVELICA,HUANCAVELICA,HUANDO,F,12-17 AÑOS,PERÚ,1
2024,10,150101,LIMA METROPOLITANA,LIMA,LIMA,F,30-59 AÑOS,PERÚ,2
2020,07,130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,M,18-29 AÑOS,PERÚ,1
2021,04,210601,PUNO,HUANCANE,HUANCANE,F,18-29 AÑOS,PERÚ,1
2020,12,221001,SAN MARTÍN,TOCACHE,TOCACHE,M,0-5 AÑOS,PERÚ,1
2023,07,040101,AREQUIPA,AREQUIPA,AREQUIPA,F,12-17 AÑOS,VENEZUELA,1
2019,03,060310,CAJAMARCA,CELENDIN,SUCRE,F,12-17 AÑOS,PERÚ,1
2021,05,070101,CALLAO,CALLAO,CALLAO,F,30-59 AÑOS,PERÚ,2
2020,12,061201,CAJAMARCA,SAN PABLO,SAN PABLO,M,30-59 AÑOS,PERÚ,1
2022,05,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,M,12-17 AÑOS,PERÚ,2
2021,12,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,M,30-59 AÑOS,PERÚ,2
2023,06,100607,HUÁNUCO,LEONCIO PRADO,CASTILLO GRANDE,F,12-17 AÑOS,PERÚ,1
2019,02,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,M,30-59 AÑOS,PERÚ,2
2020,11,120403,JUNÍN,JAUJA,APATA,F,18-29 AÑOS,PERÚ,1
2025,04,080106,CUSCO,CUSCO,SANTIAGO,M,6-11 AÑOS,PERÚ,1
2024,12,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,12-17 AÑOS,PERÚ,5
2022,05,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,F,18-29 AÑOS,PERÚ,2
2023,05,060301,CAJAMARCA,CELENDIN,CELENDIN,F,12-17 AÑOS,PERÚ,2
2019,09,081303,CUSCO,URUBAMBA,HUAYLLABAMBA,M,,PERÚ,1
2025,01,030201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,M,12-17 AÑOS,PERÚ,1
2022,02,200602,PIURA,SULLANA,BELLAVISTA,M,12-17 AÑOS,PERÚ,3
2023,06,080901,CUSCO,LA CONVENCION,SANTA ANA,M,30-59 AÑOS,PERÚ,1
2025,09,020604,ÁNCASH,CARHUAZ,ANTA,F,12-17 AÑOS,PERÚ,1
2025,11,131202,LA LIBERTAD,VIRU,CHAO,M,30-59 AÑOS,PERÚ,2
2022,06,120305,JUNÍN,CHANCHAMAYO,SAN RAMON,F,60 A MAS AÑOS,PERÚ,1
2021,02,040122,AREQUIPA,AREQUIPA,SOCABAYA,F,18-29 AÑOS,PERÚ,1
2025,05,040107,AREQUIPA,AREQUIPA,JACOBO HUNTER,F,18-29 AÑOS,PERÚ,2
2021,03,150103,LIMA METROPOLITANA,LIMA,ATE,F,18-29 AÑOS,PERÚ,4
2022,05,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,30-59 AÑOS,PERÚ,1
2023,08,200114,PIURA,PIURA,TAMBO GRANDE,M,60 A MAS AÑOS,PERÚ,1
2021,03,060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,F,18-29 AÑOS,PERÚ,2
2025,12,050408,AYACUCHO,HUANTA,LLOCHEGUA,F,12-17 AÑOS,PERÚ,1
2025,04,140205,LAMBAYEQUE,FERREÑAFE,PITIPO,M,12-17 AÑOS,PERÚ,1
2019,05,240101,TUMBES,TUMBES,TUMBES,F,18-29 AÑOS,PERÚ,1
2019,08,080901,CUSCO,LA CONVENCION,SANTA ANA,F,18-29 AÑOS,PERÚ,1
2025,08,080601,CUSCO,CANCHIS,SICUANI,F,60 A MAS AÑOS,PERÚ,1
2025,08,110506,ICA,PISCO,SAN ANDRES,F,12-17 AÑOS,PERÚ,2
2020,10,040111,AREQUIPA,AREQUIPA,MOLLEBAYA,F,12-17 AÑOS,PERÚ,1
2025,10,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,F,60 A MAS AÑOS,PERÚ,1
2025,04,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,,PERÚ,1
2020,06,200105,PIURA,PIURA,CATACAOS,M,6-11 AÑOS,PERÚ,2
2025,06,110403,ICA,PALPA,RIO GRANDE,F,12-17 AÑOS,PERÚ,1
2020,02,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,M,12-17 AÑOS,PERÚ,1
2021,02,150109,LIMA METROPOLITANA,LIMA,CIENEGUILLA,F,12-17 AÑOS,PERÚ,1
2023,08,021201,ÁNCASH,HUAYLAS,CARAZ,F,12-17 AÑOS,PERÚ,4
2022,10,100701,HUÁNUCO,MARAÑON,HUACRACHUCO,M,12-17 AÑOS,PERÚ,1
2022,10,060703,CAJAMARCA,HUALGAYOC,HUALGAYOC,F,12-17 AÑOS,PERÚ,1
2024,05,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,F,18-29 AÑOS,PERÚ,1
2024,05,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,12-17 AÑOS,PERÚ,2
2024,09,100207,HUÁNUCO,AMBO,SAN RAFAEL,F,12-17 AÑOS,PERÚ,1
2021,08,210114,PUNO,PUNO,TIQUILLACA,F,30-59 AÑOS,PERÚ,1
2019,02,060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,M,12-17 AÑOS,PERÚ,1
2022,05,200110,PIURA,PIURA,LA UNION,M,12-17 AÑOS,PERÚ,1
2021,10,150101,LIMA METROPOLITANA,LIMA,LIMA,M,18-29 AÑOS,ECUADOR,1
2020,03,021803,ÁNCASH,SANTA,COISHCO,F,12-17 AÑOS,PERÚ,1
2025,01,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,F,12-17 AÑOS,VENEZUELA,1
2025,12,060601,CAJAMARCA,CUTERVO,CUTERVO,F,12-17 AÑOS,PERÚ,2
2025,08,040701,AREQUIPA,ISLAY,MOLLENDO,F,60 A MAS AÑOS,PERÚ,1
2024,02,250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,M,0-5 AÑOS,PERÚ,1
2022,05,070104,CALLAO,CALLAO,LA PERLA,M,30-59 AÑOS,PERÚ,1
2019,09,110505,ICA,PISCO,PARACAS,F,12-17 AÑOS,VENEZUELA,1
2020,09,090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,F,12-17 AÑOS,PERÚ,2
2023,01,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,M,18-29 AÑOS,VENEZUELA,1
2024,08,250201,UCAYALI,ATALAYA,RAYMONDI,F,12-17 AÑOS,PERÚ,2
2019,01,100102,HUÁNUCO,HUANUCO,AMARILIS,F,12-17 AÑOS,PERÚ,2
2023,11,150716,REGIÓN LIMA,HUAROCHIRI,SAN ANTONIO,M,30-59 AÑOS,PERÚ,2
2019,04,040116,AREQUIPA,AREQUIPA,SABANDIA,F,12-17 AÑOS,PERÚ,1
2020,01,150128,LIMA METROPOLITANA,LIMA,RIMAC,F,12-17 AÑOS,PERÚ,4
2024,10,120201,JUNÍN,CONCEPCION,CONCEPCION,F,30-59 AÑOS,PERÚ,1
2022,05,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,60 A MAS AÑOS,PERÚ,2
2024,12,230101,TACNA,TACNA,TACNA,F,12-17 AÑOS,PERÚ,4
2025,06,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,F,60 A MAS AÑOS,PERÚ,1
2025,04,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,12-17 AÑOS,PERÚ,6
2025,06,130702,LA LIBERTAD,PACASMAYO,GUADALUPE,F,12-17 AÑOS,PERÚ,2
2020,09,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,30-59 AÑOS,PERÚ,4
2020,07,040101,AREQUIPA,AREQUIPA,AREQUIPA,M,60 A MAS AÑOS,PERÚ,3
2024,11,150141,LIMA METROPOLITANA,LIMA,SURQUILLO,M,60 A MAS AÑOS,PERÚ,2
2025,09,021001,ÁNCASH,HUARI,HUARI,F,6-11 AÑOS,PERÚ,1
2019,02,190101,PASCO,PASCO,CHAUPIMARCA,M,30-59 AÑOS,PERÚ,1
2019,05,150202,REGIÓN LIMA,BARRANCA,PARAMONGA,M,6-11 AÑOS,PERÚ,1
2022,06,190102,PASCO,PASCO,HUACHON,F,18-29 AÑOS,PERÚ,1
2022,01,211101,PUNO,SAN ROMAN,JULIACA,F,30-59 AÑOS,PERÚ,2
2019,11,250305,UCAYALI,PADRE ABAD,A.VON.HUMBOLDT,F,12-17 AÑOS,PERÚ,1
2025,05,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,12-17 AÑOS,PERÚ,6
2025,08,110101,ICA,ICA,ICA,M,0-5 AÑOS,PERÚ,1
2024,09,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,M,12-17 AÑOS,PERÚ,3
2025,07,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,F,12-17 AÑOS,PERÚ,1
2019,07,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,60 A MAS AÑOS,PERÚ,1
2024,01,200115,PIURA,PIURA,26 DE OCTUBRE,M,18-29 AÑOS,PERÚ,1
2020,05,040104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,18-29 AÑOS,PERÚ,2
2025,08,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,M,60 A MAS AÑOS,PERÚ,1
2022,02,120133,JUNÍN,HUANCAYO,SAPALLANGA,F,12-17 AÑOS,PERÚ,1
2025,06,150144,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,F,12-17 AÑOS,PERÚ,1
2022,06,160108,LORETO,MAYNAS,PUNCHANA,F,12-17 AÑOS,PERÚ,3
2023,12,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,F,18-29 AÑOS,PERÚ,2
2021,07,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,F,18-29 AÑOS,PERÚ,1
2022,10,150144,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,F,30-59 AÑOS,PERÚ,1
2020,02,080507,CUSCO,CANAS,QUEHUE,F,30-59 AÑOS,PERÚ,1
2024,03,020501,ÁNCASH,BOLOGNESI,CHIQUIAN,F,12-17 AÑOS,PERÚ,1
2021,01,110201,ICA,CHINCHA,CHINCHA ALTA,M,12-17 AÑOS,PERÚ,1
2021,05,040108,AREQUIPA,AREQUIPA,LA JOYA,F,18-29 AÑOS,PERÚ,1
2019,05,200301,PIURA,HUANCABAMBA,HUANCABAMBA,F,12-17 AÑOS,PERÚ,1
2020,06,190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,F,12-17 AÑOS,PERÚ,2
2023,10,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,60 A MAS AÑOS,PERÚ,2
2020,10,021909,ÁNCASH,SIHUAS,SAN JUAN,F,18-29 AÑOS,PERÚ,1
2021,03,081306,CUSCO,URUBAMBA,OLLANTAYTAMBO,M,12-17 AÑOS,PERÚ,1
2023,10,200207,PIURA,AYABACA,PAIMAS,M,30-59 AÑOS,PERÚ,1
2024,01,230108,TACNA,TACNA,POCOLLAY,M,30-59 AÑOS,PERÚ,1
2019,11,120114,JUNÍN,HUANCAYO,EL TAMBO,M,60 A MAS AÑOS,PERÚ,1
2021,10,150119,LIMA METROPOLITANA,LIMA,LURIN,F,18-29 AÑOS,PERÚ,1
2021,04,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,,PERÚ,1
2024,02,080302,CUSCO,ANTA,ANCAHUASI,M,12-17 AÑOS,PERÚ,1
2021,10,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,F,30-59 AÑOS,PERÚ,1
2019,11,040701,AREQUIPA,ISLAY,MOLLENDO,F,30-59 AÑOS,PERÚ,1
2021,02,070107,CALLAO,CALLAO,MI PERU,F,12-17 AÑOS,PERÚ,1
2023,02,070106,CALLAO,CALLAO,VENTANILLA,F,18-29 AÑOS,PERÚ,3
2024,06,250301,UCAYALI,PADRE ABAD,PADRE ABAD,F,12-17 AÑOS,PERÚ,2
2025,09,021809,ÁNCASH,SANTA,NUEVO CHIMBOTE,F,18-29 AÑOS,PERÚ,1
2022,10,220901,SAN MARTÍN,SAN MARTIN,TARAPOTO,M,6-11 AÑOS,PERÚ,1
2019,05,200601,PIURA,SULLANA,SULLANA,F,30-59 AÑOS,PERÚ,1
2023,04,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,18-29 AÑOS,PERÚ,2
